mode,load,0_squeezenet1_0-8,1_squeezenet1_0-8,2_squeezenet1_0-8,3_squeezenet1_0-8
mig,0.1,15.777111053466797,21.265268325805664,19.898414611816406,27.250289916992188
mig,0.2,25.459766387939453,27.564525604248047,22.042274475097656,54.28171157836914
mig,0.3,29.813051223754883,32.782793045043945,26.774168014526367,54.61430549621582
mig,0.4,36.20147705078125,43.00713539123535,48.413753509521484,64.5761489868164
mig,0.5,44.46268081665039,50.45747756958008,49.996376037597656,73.15945625305176
mig,0.6,78.87005805969238,67.35444068908691,60.538291931152344,98.33884239196777
mig,0.7,98.75774383544922,125.92864036560059,95.24750709533691,131.27803802490234
mig,0.8,199.4609832763672,176.35774612426758,377.3782253265381,242.84768104553223
mig,0.9,1682.8291416168213,1224.7660160064697,1099.5092391967773,1440.6969547271729
mig,1.0,7102.252721786499,6852.1294593811035,7900.6946086883545,7350.836515426636
