mode,load,0_squeezenet1_0-8,1_squeezenet1_0-8,2_squeezenet1_0-8,3_squeezenet1_0-8
mig,0.1,161.62297045633952,166.0661354235988,162.66107933834655,82.46301580289924
mig,0.2,324.54679809153777,334.1001585556624,332.1767422294426,178.3647809620257
mig,0.3,501.8248247965921,489.72616649942813,491.6147325174174,254.73742231980376
mig,0.4,660.3826245491693,657.4580231692585,660.819318063526,335.1090681753769
mig,0.5,841.0953596158689,810.9652607748071,813.8589154288956,419.192217742792
mig,0.6,995.0238784145254,989.2166587197672,995.3721772260059,502.074757130552
mig,0.7,1183.8997516739155,1164.478908038244,1140.501100365245,603.5029195839714
mig,0.8,1317.2249521961483,1296.083890585996,1323.370900866668,681.1143011621162
mig,0.9,1478.068319017291,1468.1704397103767,1463.8476680797537,761.0576577133318
mig,1.0,1453.4458006007264,1445.8374326388282,1446.0765251786781,754.2337862827243
