mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,144.58417892456055,182.9848289489746,59.64994430541992
mps-uncap,0.9,154.07681465148926,261.23809814453125,90.78001976013184
mps-uncap,1.0,389.7860050201416,792.543888092041,1694.167137145996
mps-uncap,0.5,57.69538879394531,70.30868530273438,24.46460723876953
mps-uncap,0.6,72.86596298217773,97.9459285736084,23.263216018676758
mps-uncap,0.7,88.90604972839355,79.1170597076416,38.61188888549805
mps-uncap,0.1,35.212039947509766,26.03006362915039,13.362646102905273
mps-uncap,0.2,33.693790435791016,32.36794471740723,15.743732452392578
mps-uncap,0.3,37.55760192871094,31.140804290771484,21.317481994628906
mps-uncap,0.4,47.17230796813965,51.46336555480957,21.239042282104492
