mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,20.116567611694336,20.473051071166992,5.508852005004883
mps-uncap,0.9,18.69359016418457,20.7061767578125,6.015539169311523
mps-uncap,1.0,19.025135040283203,21.380233764648438,6.247854232788086
mps-uncap,0.5,18.119382858276367,18.69649887084961,5.979156494140625
mps-uncap,0.6,17.766475677490238,19.089698791503906,5.709123611450196
mps-uncap,0.7,17.950057983398438,19.74048614501953,5.515265464782716
mps-uncap,0.1,25.23183822631836,25.56178569793701,6.889533996582032
mps-uncap,0.2,24.82748031616211,24.73607063293457,6.850767135620117
mps-uncap,0.3,21.84839248657227,19.74756717681885,6.826567649841309
mps-uncap,0.4,18.481063842773438,18.80049705505371,6.475472450256348
