mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,22.687673568725586,26.979446411132812,6.491899490356445
mps-uncap,0.9,27.665138244628906,42.95778274536133,12.266159057617188
mps-uncap,1.0,76.3775110244751,254.38523292541504,916.9224500656128
mps-uncap,0.5,17.283201217651367,17.451763153076172,5.904436111450195
mps-uncap,0.6,16.602516174316406,18.481731414794922,5.539417266845703
mps-uncap,0.7,17.158865928649902,20.205259323120117,5.562424659729004
mps-uncap,0.1,23.916959762573242,24.14393424987793,6.471872329711914
mps-uncap,0.2,18.437623977661133,18.578529357910156,6.367683410644531
mps-uncap,0.3,17.78578758239746,18.111824989318848,6.5277814865112305
mps-uncap,0.4,17.666339874267578,17.69280433654785,6.131529808044434
