mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,61.67063713073732,70.46451568603517,17.166042327880856
mps-uncap,0.9,67.78483390808105,119.0793514251709,36.84720993041993
mps-uncap,1.0,202.61938571929937,514.6094799041748,1523.4448671340942
mps-uncap,0.5,28.870487213134766,31.822252273559574,11.546611785888672
mps-uncap,0.6,30.508899688720703,37.207722663879395,11.669349670410158
mps-uncap,0.7,35.04490852355957,47.03335762023926,13.526558876037598
mps-uncap,0.1,25.93822479248047,27.524375915527344,7.894134521484377
mps-uncap,0.2,27.06623077392578,27.92031764984131,10.223627090454114
mps-uncap,0.3,28.230047225952152,28.269100189208995,11.635470390319824
mps-uncap,0.4,27.614688873291016,29.223918914794922,12.02805042266846
