mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,9.759187698364258,11.539697647094727,2.747058868408203
mps-uncap,0.9,9.796857833862305,11.459589004516602,2.7298927307128906
mps-uncap,1.0,10.466575622558594,12.520551681518555,2.7518272399902344
mps-uncap,0.5,10.050296783447266,11.559724807739258,2.72369384765625
mps-uncap,0.6,9.963035583496094,11.56759262084961,2.744913101196289
mps-uncap,0.7,9.932756423950195,11.466503143310547,2.721548080444336
mps-uncap,0.1,10.130882263183594,11.502265930175781,2.7387142181396484
mps-uncap,0.2,9.969234466552734,11.57522201538086,2.7267932891845703
mps-uncap,0.3,9.995222091674805,11.452913284301758,2.747774124145508
mps-uncap,0.4,10.039806365966797,11.482000350952148,2.748250961303711
