mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,21.51203155517578,21.76070213317871,7.382631301879883
mps-uncap,0.9,20.069360733032227,22.61185646057129,7.785320281982422
mps-uncap,1.0,20.374774932861328,23.26655387878418,7.8125
mps-uncap,0.5,27.42314338684082,21.749496459960938,7.540225982666016
mps-uncap,0.6,19.82855796813965,21.99387550354004,7.625102996826172
mps-uncap,0.7,20.3094482421875,22.289514541625977,7.591009140014648
mps-uncap,0.1,27.562379837036133,33.24127197265625,8.07046890258789
mps-uncap,0.2,27.449846267700195,27.848243713378906,10.058403015136719
mps-uncap,0.3,29.61564064025879,29.369354248046875,8.466720581054688
mps-uncap,0.4,25.80714225769043,27.90665626525879,7.841348648071289
