mode,load,0_densenet169-8,1_efficientnet_b6-8,2_mobilenet_v3_small-32
mps-uncap,0.8,104.72518444061282,134.95110511779788,32.56362199783324
mps-uncap,0.9,134.80624198913574,214.92035388946516,69.71054077148446
mps-uncap,1.0,319.6115326881411,742.8408288955682,1672.2285270690918
mps-uncap,0.5,46.07783317565919,48.25932025909424,19.94491815567017
mps-uncap,0.6,48.28869342803956,63.16810846328735,19.95161533355713
mps-uncap,0.7,64.35626745223999,77.62364387512208,25.13211965560908
mps-uncap,0.1,44.125051498413065,45.093309879302986,13.088140487670909
mps-uncap,0.2,43.30074787139892,42.608561515808,15.497283935546873
mps-uncap,0.3,43.41081142425537,42.308330535888615,17.9889965057373
mps-uncap,0.4,41.197824478149364,45.131564140319824,19.889869689941428
