mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,1.0,0.0007152557373046875,0.00095367431640625,0.0007152557373046875
mig,1.0,0.0050067901611328125,0.0057220458984375,0.000476837158203125
