mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,1.0,3055.301072279385,134.38449445771025,1828.7769177150258
mig,1.0,4060.9067757253756,540.1263358198307,782.8815162365313
