mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,1.0,11.518192291259766,17.56291389465332,9.401774406433105
mig,1.0,8.323287963867188,3.753185272216797,20.87397575378418
