mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,1.0,6.7138671875,4.161834716796875,7.096529006958008
mig,1.0,7.062435150146484,3.6275386810302734,19.870996475219727
