mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,1.0,10.54239273071289,15.126466751098633,8.890271186828613
mig,1.0,7.742643356323242,3.68499755859375,20.319223403930664
