mode,load,0_resnet50-4,1_inception_v3-2,2_resnet152-2
mps-uncap,0.6,7.046699523925781,11.661529541015625,18.48745346069336
mig,0.6,7.009029388427734,11.567234992980957,18.71466636657715
mps-uncap,0.7,8.437275886535645,14.657735824584961,21.712541580200195
mig,0.7,9.102344512939453,14.17851448059082,25.419116020202637
mps-uncap,0.8,9.237527847290039,19.512295722961426,32.93466567993164
mig,0.8,11.0321044921875,17.896175384521484,29.801607131958008
mps-uncap,0.9,18.461227416992188,33.757686614990234,71.6090202331543
mig,0.9,20.207643508911133,34.75475311279297,55.43327331542969
mps-uncap,1.0,158.5686206817627,112.1528148651123,679.7971725463867
mig,1.0,452.3475170135498,72.47734069824219,256.08372688293457
mps-uncap,1.1,3042.388916015625,4966.023683547974,3924.678921699524
mig,1.1,4356.38153553009,2321.5285539627075,4752.272844314575
mps-uncap,1.2,6223.182201385498,8685.05835533142,8772.464632987976
mig,1.2,6776.865005493164,5972.051382064819,6747.964262962341
mps-uncap,1.3,9269.874572753906,10624.605417251587,11539.712190628052
mig,1.3,9808.249711990356,9615.340948104858,10250.034928321838
