mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_1-16
mps-uncap,1.0,11.16490364074707,10.96796989440918,3.3211708068847656,3.8175582885742188
