mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_1-16
mps-uncap,1.0,12.287163734436035,12.411165237426758,11.02686405181885,10.335750579833983
