mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_1-16
mps-uncap,1.0,11.916875839233398,12.005925178527832,8.898615837097168,7.546186447143555
