mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_1-16
mps-uncap,1.0,2689.555806878121,2689.5440238063347,497.1801312845652,2225.0264465090495
