mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_1-16
mps-uncap,1.0,12.164592742919922,12.272119522094727,10.288405418395996,9.780263900756836
