mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32
mig,0.1,16.09063148498535,8.599281311035156
mig,0.2,19.331932067871094,17.604827880859375
mig,0.3,26.25274658203125,29.061079025268555
mig,0.4,30.083179473876953,49.22318458557129
mig,0.5,55.03964424133301,41.21255874633789
mig,0.6,90.44289588928223,58.09807777404785
mig,0.7,92.21386909484863,57.76500701904297
mig,0.8,110.31913757324219,143.07832717895508
mig,0.9,207.5655460357666,240.43750762939453
mig,1.0,415.7602787017822,422.6651191711426
