mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32
mig,0.1,0.0457763671875,0.051975250244140625
mig,0.2,0.04982948303222656,0.05078315734863281
mig,0.3,0.04792213439941406,0.049591064453125
mig,0.4,0.04935264587402344,0.04935264587402344
mig,0.5,0.0654458999633789,0.05173683166503906
mig,0.6,3.9103031158447266,2.6426315307617188
mig,0.7,6.585478782653809,4.779338836669922
mig,0.8,8.678197860717773,10.226726531982422
mig,0.9,20.87688446044922,22.453784942626953
mig,1.0,127.62928009033203,154.98030185699463
