mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32
mig,0.1,17.0701503753662,14.810972213745117
mig,0.2,20.205078124999996,18.769640922546383
mig,0.3,25.01340627670288,22.404794692993175
mig,0.4,30.62207221984862,29.040968418121274
mig,0.5,38.51144075393675,35.246028900146484
mig,0.6,59.70142364501951,41.837816238403214
mig,0.7,70.61083555221546,48.91943454742438
mig,0.8,72.57407188415517,110.80599784851078
mig,0.9,140.1525497436524,204.26184892654442
mig,1.0,368.53106021881104,394.4836473464966
