mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32
mig,0.1,9.366273880004883,7.937812805175783
mig,0.2,13.856935501098633,12.521195411682127
mig,0.3,16.26136302947998,14.247512817382812
mig,0.4,18.048095703124993,15.852570533752441
mig,0.5,22.44241237640381,18.96820068359375
mig,0.6,29.19187545776368,23.48117828369141
mig,0.7,36.54038906097413,28.48906517028809
mig,0.8,43.24028491973876,50.95915794372558
mig,0.9,81.87675476074219,108.03368091583252
mig,1.0,293.8392400741577,320.5735206604004
