mode,load,0_alexnet-8,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,0.0045299530029296875,0.000476837158203125,0.00286102294921875,0.0007152557373046875
