mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,1.0,154.1192692564986,455.69260318259705,916.3999267227902
mig,1.0,265.8808276944881,1540.1520024366516,384.19110265172344
