mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,1.0,110.32724380493164,26.98063850402832,34.21759605407715
mig,1.0,71.84720039367676,17.598390579223633,48.201799392700195
