mode,load,0_inception_v3-32,1_resnet101-8,2_resnet34-16
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.012636184692382812,0.000476837158203125
