mode,load,0_inception_v3-32,1_resnet101-8,2_resnet34-16
mps-uncap,1.0,1417.819262237489,475.0655748735103,1608.693013378412
mig,1.0,1535.7648196373054,413.0246949156689,1306.9094659557886
