mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,4.797697067260742,5.219221115112305,10.729074478149414
mps-uncap,0.9,4.877328872680664,5.184650421142578,10.762929916381836
mps-uncap,1.0,4.903316497802734,5.211114883422852,10.801076889038086
mps-uncap,0.5,4.827737808227539,5.205631256103516,10.673999786376953
mps-uncap,0.6,4.87065315246582,5.163431167602539,10.714530944824219
mps-uncap,0.7,4.8465728759765625,5.202293395996094,10.689020156860352
mps-uncap,0.1,5.577802658081055,5.172491073608398,10.683298110961914
mps-uncap,0.2,4.836797714233398,5.173921585083008,10.662078857421875
mps-uncap,0.3,5.097150802612305,5.165576934814453,10.692119598388672
mps-uncap,0.4,4.8980712890625,5.172252655029297,10.674476623535156
