mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,56.61635637283326,15.53621292114258,18.443970680236816
mps-uncap,0.9,58.1125259399414,15.809953212738037,18.2045316696167
mps-uncap,1.0,60.05733489990234,16.037268638610843,18.501758575439453
mps-uncap,0.5,37.10824966430663,14.540443420410156,16.772735118865967
mps-uncap,0.6,46.65510654449463,15.089750289916992,17.60000705718994
mps-uncap,0.7,50.219154357910156,15.39534568786621,17.80574321746826
mps-uncap,0.1,17.809998989105225,13.610506057739256,15.26247501373291
mps-uncap,0.2,24.47935104370117,13.73504638671875,15.28226852416992
mps-uncap,0.3,31.231675148010254,13.842310905456547,16.329526901245117
mps-uncap,0.4,34.531831741333015,14.033112525939941,16.37685775756836
