mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,60.19473075866699,16.064882278442383,19.268035888671875
mps-uncap,0.9,60.607194900512695,16.61992073059082,19.261837005615234
mps-uncap,1.0,62.415122985839844,16.671419143676758,20.313739776611328
mps-uncap,0.5,44.02470588684082,15.311956405639648,17.310142517089844
mps-uncap,0.6,51.67102813720703,15.747547149658203,18.449068069458008
mps-uncap,0.7,53.38931083679199,15.909671783447266,20.014524459838867
mps-uncap,0.1,18.271446228027344,14.405250549316406,15.86771011352539
mps-uncap,0.2,25.02131462097168,14.087915420532227,16.061782836914062
mps-uncap,0.3,33.1263542175293,14.519453048706055,17.270326614379883
mps-uncap,0.4,43.55573654174805,14.762401580810547,17.278432846069336
