mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,48.954176902771,14.571189880371094,17.559218406677246
mps-uncap,0.9,54.596662521362305,15.12300968170166,17.56768226623535
mps-uncap,1.0,57.38248825073242,15.632724761962889,18.07856559753418
mps-uncap,0.5,24.86395835876465,13.217377662658695,15.5012845993042
mps-uncap,0.6,29.987597465515137,13.77725601196289,16.288280487060547
mps-uncap,0.7,36.69333457946777,14.25309181213379,16.815686225891113
mps-uncap,0.1,13.673877716064457,5.60450553894043,12.843489646911618
mps-uncap,0.2,16.952848434448246,10.7759952545166,14.32187557220459
mps-uncap,0.3,17.918205261230476,12.016677856445312,14.91546630859375
mps-uncap,0.4,21.51641845703125,12.443780899047853,15.034675598144531
