mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,58.475961110169955,446.1940723207876,696.695599127981
mps-uncap,0.9,61.86469422440117,503.74732199198934,811.457136787636
mps-uncap,1.0,74.21353615543534,580.7331541277551,892.2757770918074
mps-uncap,0.5,38.02070489625759,268.39397048941663,457.84182022031365
mps-uncap,0.6,43.098060949279294,335.7549545743248,553.5022681111122
mps-uncap,0.7,51.10195920160931,392.0620213581621,641.1995207381555
mps-uncap,0.1,7.1079123050189645,56.94929443787896,89.79832850243669
mps-uncap,0.2,13.517132937164224,115.38036324634739,186.61620633070868
mps-uncap,0.3,20.89777273004629,168.10244384009388,266.9869042626331
mps-uncap,0.4,27.481667060182215,230.5316608041432,355.6132689491881
