mode,load,0_inception_v3-4,1_vgg16-8,2_vgg19-16
mps-uncap,0.8,4.862546920776367,5.252599716186523,10.740518569946289
mps-uncap,0.9,4.910945892333984,5.19561767578125,10.793447494506836
mps-uncap,1.0,6.068229675292969,5.264520645141602,10.855913162231445
mps-uncap,0.5,5.026578903198242,5.232810974121094,10.710954666137695
mps-uncap,0.6,4.945993423461914,5.177021026611328,10.766744613647461
mps-uncap,0.7,4.957675933837891,5.217313766479492,10.733604431152344
mps-uncap,0.1,5.6133270263671875,5.206584930419922,10.711669921875
mps-uncap,0.2,5.011320114135742,5.188226699829102,10.696172714233398
mps-uncap,0.3,5.120038986206055,5.19251823425293,10.732173919677734
mps-uncap,0.4,5.096197128295898,5.189180374145508,10.69021224975586
