mode,load,0_densenet121-16,1_vgg11-8,2_vgg11-8
mps-uncap,0.8,9.257793426513672,3.1723976135253906,3.1909942626953125
mps-uncap,0.9,9.207487106323242,3.1943321228027344,3.1957626342773438
mps-uncap,1.0,9.27591323852539,3.18145751953125,3.161191940307617
mps-uncap,0.5,9.140253067016602,3.1757354736328125,3.1647682189941406
mps-uncap,0.6,9.159088134765625,3.171205520629883,3.152608871459961
mps-uncap,0.7,9.143829345703125,3.170013427734375,3.1850337982177734
mps-uncap,0.1,9.095430374145508,3.1633377075195312,3.161191940307617
mps-uncap,0.2,9.091615676879883,3.1626224517822266,3.1599998474121094
mps-uncap,0.3,9.162425994873047,3.1595230102539062,3.153085708618164
mps-uncap,0.4,9.188652038574219,3.162860870361328,3.171682357788086
