mode,load,0_densenet121-16,1_vgg11-8,2_vgg11-8
mps-uncap,0.8,241.1612384928972,941.7940853834399,955.9375340790027
mps-uncap,0.9,275.2804582144317,1064.8284828700175,1044.527052136492
mps-uncap,1.0,287.99177420917886,1187.4928085425197,1173.8061448944677
mps-uncap,0.5,140.4666371686913,588.1429759183526,597.5807584190849
mps-uncap,0.6,183.27702838840952,704.2465994995948,713.5796931924975
mps-uncap,0.7,209.60110036110098,828.1262385444146,821.8389668597938
mps-uncap,0.1,21.11720849534793,113.31178244299586,118.99495511254896
mps-uncap,0.2,52.954807486578204,241.48208037554264,243.19632728008818
mps-uncap,0.3,81.90491475251096,356.64959030590967,354.6009584664196
mps-uncap,0.4,115.49555360726795,465.7184960168966,477.29613521409823
