mode,load,0_densenet121-16,1_vgg11-8,2_vgg11-8
mps-uncap,0.8,31.39209747314453,6.4907073974609375,6.662130355834961
mps-uncap,0.9,47.67501354217529,11.47317886352539,10.719776153564453
mps-uncap,1.0,158.4029197692871,74.38111305236816,47.33872413635254
mps-uncap,0.5,17.32349395751953,4.303455352783203,4.283547401428223
mps-uncap,0.6,19.643306732177734,5.014896392822266,4.997730255126953
mps-uncap,0.7,23.31674098968506,5.604028701782227,5.575895309448242
mps-uncap,0.1,16.7539119720459,3.3240318298339844,3.326892852783203
mps-uncap,0.2,16.653060913085938,3.3206939697265625,3.3147335052490234
mps-uncap,0.3,16.90387725830078,3.31878662109375,3.3136606216430664
mps-uncap,0.4,16.5860652923584,3.5829544067382812,3.567218780517578
