mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,82.08138465881346,249.7468614578246,133.13517093658442
mps-uncap,0.9,245.50524950027463,322.58700370788574,301.7966127395624
mps-uncap,1.0,447.0136833190918,1903.4631538391113,627.3334741592411
mps-uncap,0.5,44.459781646728494,115.57066440582281,65.8854532241822
mps-uncap,0.6,52.85904169082639,134.5901966094971,66.78028106689457
mps-uncap,0.7,69.93499040603642,176.89253807067877,115.47045707702637
mps-uncap,0.1,33.42517852783204,53.712263107299805,48.87437820434567
mps-uncap,0.2,33.800840377807624,55.89505434036255,43.5990071296692
mps-uncap,0.3,34.53948974609375,64.90692615509037,50.384714603424065
mps-uncap,0.4,36.693000793457045,79.0543079376222,45.58473348617553
