mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,18.271350860595703,36.78650856018067,27.637386322021484
mps-uncap,0.9,19.454479217529297,36.08708381652832,30.922842025756836
mps-uncap,1.0,18.87664794921875,37.41459846496582,28.90324592590332
mps-uncap,0.5,17.21329689025879,33.806800842285156,25.229930877685547
mps-uncap,0.6,17.309260368347168,35.057783126831055,25.899410247802738
mps-uncap,0.7,17.68970489501953,35.999417304992676,26.66001319885254
mps-uncap,0.1,19.10872459411621,29.7332763671875,30.92479705810547
mps-uncap,0.2,18.830299377441406,30.692172050476074,29.366469383239746
mps-uncap,0.3,17.856502532958984,32.28485584259033,27.176833152770996
mps-uncap,0.4,17.693281173706055,32.79280662536621,25.060176849365234
