mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,18.079757690429688,60.4245662689209,28.093338012695312
mps-uncap,0.9,29.917597770690918,82.30400085449219,55.107831954956055
mps-uncap,1.0,82.97812938690186,482.08045959472656,87.75639533996582
mps-uncap,0.5,14.803647994995117,32.68885612487793,21.17443084716797
mps-uncap,0.6,14.798641204833984,34.82556343078613,22.537708282470703
mps-uncap,0.7,16.51942729949951,46.318769454956055,25.151968002319336
mps-uncap,0.1,17.754077911376953,26.660919189453125,28.000712394714355
mps-uncap,0.2,17.20297336578369,28.687000274658203,21.66604995727539
mps-uncap,0.3,16.60895347595215,29.249191284179688,21.123051643371582
mps-uncap,0.4,16.21079444885254,30.214786529541016,20.946621894836426
