mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,45.4787254333496,148.54331016540527,72.01008796691895
mps-uncap,0.9,105.1112413406372,203.3703327178955,167.12975502014163
mps-uncap,1.0,223.31554889678958,1485.1562023162844,320.85537910461426
mps-uncap,0.5,26.727819442749023,65.31810760498047,38.81978988647462
mps-uncap,0.6,29.43117618560791,81.45570755004883,41.517448425292976
mps-uncap,0.7,39.781904220581076,109.90035533905036,55.98816871643066
mps-uncap,0.1,20.55878639221192,31.731748580932617,31.78846836090088
mps-uncap,0.2,21.77560329437256,36.46292686462403,30.26413917541504
mps-uncap,0.3,25.259137153625492,45.589590072631836,30.693364143371582
mps-uncap,0.4,25.05970001220703,51.74851417541504,30.36534786224365
