mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,6.910800933837891,26.584148406982422,11.98887825012207
mps-uncap,0.9,6.898403167724609,26.46636962890625,11.855363845825195
mps-uncap,1.0,6.767511367797852,26.663780212402344,11.884927749633789
mps-uncap,0.5,6.982088088989258,26.451587677001953,11.893749237060547
mps-uncap,0.6,6.935596466064453,26.459217071533203,11.900663375854492
mps-uncap,0.7,6.853818893432617,26.46160125732422,11.971473693847656
mps-uncap,0.1,6.974935531616211,26.447772979736328,11.866569519042969
mps-uncap,0.2,7.061481475830078,26.441097259521484,11.99793815612793
mps-uncap,0.3,6.916046142578125,26.475191116333008,11.803388595581055
mps-uncap,0.4,7.02214241027832,26.452302932739258,11.583805084228516
