mode,load,0_densenet121-8,1_densenet201-32,2_densenet201-4
mps-uncap,0.8,349.458362071459,695.1363863833556,108.74451536123706
mps-uncap,0.9,388.9726876800735,774.3180273844409,127.02178991726768
mps-uncap,1.0,445.8754047403806,869.8794577274098,131.93025313566903
mps-uncap,0.5,209.83844903348114,424.08774365749275,73.56337377527117
mps-uncap,0.6,274.5309827935522,512.4314184981132,82.00648133561226
mps-uncap,0.7,314.79399246060217,621.6657005107618,94.44142691312801
mps-uncap,0.1,42.52108894414278,88.34761967014299,14.474056614164482
mps-uncap,0.2,90.39671763656786,173.79142533769843,28.673018668891764
mps-uncap,0.3,134.9214083785401,252.6550666477983,38.33100953413377
mps-uncap,0.4,170.54328671268823,341.6353424766239,54.178479224245876
