mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,21.018266677856445,8.63504409790039,4.029512405395508
mig,1.0,28.611421585083008,8.438348770141602,3.9815902709960938
