mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,25.75385093688965,11.616532802581787,5.2567458152771
mig,1.0,30.624537467956543,9.231340885162354,4.309892654418945
