mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,32.1962833404541,17.68946647644043,8.525609970092773
mig,1.0,42.04988479614258,15.943765640258789,16.49165153503418
