mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,22.327470779418945,11.100053787231445,4.912853240966797
mig,1.0,29.39174175262451,8.764052391052246,4.131317138671875
