mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,22.327375411987305,11.099982261657715,4.912614822387695
mig,1.0,29.39174175262451,8.764028549194336,4.131078720092773
