mode,load,0_densenet201-16,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,1.0,21.018028259277344,8.63504409790039,4.029512405395508
mig,1.0,28.611183166503906,8.4381103515625,3.981351852416992
