mode,load,0_inception_v3-8,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet152-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0026226043701171875,0.000476837158203125
