mode,load,0_densenet201-8,1_resnet101-8,2_resnet101-8
mps-uncap,0.8,18.683433532714844,9.969949722290039,10.13636589050293
mps-uncap,0.9,20.453929901123047,11.031627655029297,11.55710220336914
mps-uncap,1.0,23.15044403076172,13.054847717285156,13.093709945678711
mps-uncap,0.5,15.759706497192383,9.540796279907227,9.685397148132324
mps-uncap,0.6,16.150236129760742,9.241104125976562,9.46950912475586
mps-uncap,0.7,16.555070877075195,9.441614151000977,9.66191291809082
mps-uncap,0.1,21.24309539794922,12.161970138549805,12.215733528137207
mps-uncap,0.2,20.592451095581055,12.282967567443848,11.961221694946289
mps-uncap,0.3,19.878268241882324,11.853218078613281,12.002348899841309
mps-uncap,0.4,16.4186954498291,11.226654052734375,10.958433151245117
