mode,load,0_densenet201-8,1_resnet101-8,2_resnet101-8
mps-uncap,0.8,24.311494827270508,13.111114501953125,12.430477142333984
mps-uncap,0.9,23.29277992248535,13.378334045410156,13.398885726928711
mps-uncap,1.0,24.004220962524414,13.704156875610352,13.707423210144043
mps-uncap,0.5,21.47536277770996,11.956930160522461,12.194633483886719
mps-uncap,0.6,21.09363079071045,12.14747428894043,11.846160888671875
mps-uncap,0.7,21.4841365814209,12.432861328125002,12.508869171142578
mps-uncap,0.1,29.516243934631348,13.088512420654297,13.022828102111818
mps-uncap,0.2,28.082013130187992,13.708806037902832,13.30118179321289
mps-uncap,0.3,21.635961532592773,13.517045974731445,13.478446006774904
mps-uncap,0.4,21.57917022705078,12.613105773925783,12.707185745239256
