mode,load,0_densenet201-8,1_resnet101-8,2_resnet101-8
mps-uncap,0.8,27.600765228271484,14.584541320800781,13.926029205322266
mps-uncap,0.9,24.327993392944336,14.16778564453125,14.18161392211914
mps-uncap,1.0,24.83224868774414,14.604806900024414,14.467716217041016
mps-uncap,0.5,24.341821670532227,13.979911804199219,14.306068420410156
mps-uncap,0.6,24.776697158813477,14.722585678100586,13.41390609741211
mps-uncap,0.7,23.928165435791016,14.116525650024414,14.220952987670898
mps-uncap,0.1,31.946659088134766,15.276908874511719,19.350767135620117
mps-uncap,0.2,32.63092041015625,14.644622802734375,14.91236686706543
mps-uncap,0.3,32.66406059265137,15.059947967529297,19.26112174987793
mps-uncap,0.4,32.205820083618164,14.223337173461914,14.677762985229492
