mode,load,0_densenet201-8,1_resnet101-8,2_resnet101-8
mps-uncap,0.8,252.30948374757108,499.2316631116991,469.8925466895051
mps-uncap,0.9,271.69015631604924,573.5703458730396,515.9500823375822
mps-uncap,1.0,316.7502214791414,619.081791074208,594.5027775645034
mps-uncap,0.5,158.23855000932596,317.2360151754412,303.3572694386279
mps-uncap,0.6,187.88486260368808,381.2309115897479,349.5822117040632
mps-uncap,0.7,211.53364227475552,429.29327676054515,413.49972601659243
mps-uncap,0.1,32.13987452563501,62.753992896057476,57.81493528250734
mps-uncap,0.2,67.99778738739572,117.86090459226891,118.04669152072475
mps-uncap,0.3,96.00656785713728,192.56864801679666,176.92283026234097
mps-uncap,0.4,123.79146183360368,242.25262050706615,233.23799322985766
