mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,18.22684288024902,53.15876007080078,7.317481040954588
mig,1.0,8.513126373291016,22.259035110473647,17.51354217529297
