mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,13.892889022827148,37.11271286010742,5.820989608764648
mig,1.0,7.601499557495117,20.787477493286133,16.43538475036621
