mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,16.455888748168945,50.04715919494629,6.580114364624023
mig,1.0,7.788658142089844,20.952463150024414,16.651391983032227
