mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,16.456127166748047,50.04763603210449,6.580352783203125
mig,1.0,7.788896560668945,20.952463150024414,16.651630401611328
