mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,13.892889022827148,37.11295127868652,5.82122802734375
mig,1.0,7.601737976074219,20.787715911865234,16.435623168945312
