mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,18.22690963745117,53.15883159637451,7.317581176757812
mig,1.0,8.513212203979492,22.259080410003673,17.51378059387207
