mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,0.000476837158203125,0.004291534423828125,0.005245208740234375
mig,1.0,0.0054836273193359375,0.007867813110351562,0.000476837158203125
