mode,load,0_resnet50-8,1_efficientnet_b7-2,2_vgg13-8
mps-uncap,1.0,25.77996253967285,58.400630950927734,17.452716827392578
mig,1.0,16.08109474182129,28.94115447998047,23.76103401184082
