mode,load,0_squeezenet1_0-16,1_efficientnet_b5-4,2_squeezenet1_0-4
mps-uncap,1.0,5.317211151123047,19.21219825744629,4.311656951904297
mig,1.0,6.825685501098633,15.970778465270996,2.9604434967041016
